,lat,lon,Date_Mid_Senescence_Phase_1_o3_r
73,40.1092,124.3633,0.0415213156747751
1384,42.334984,-89.03777,0.0429684725858691
1409,43.54792,-96.70077,0.0446143112473834
894,50.159406,19.477464,0.0480983832113577
803,48.16206944,16.52561389,0.0491983678596461
11,46.408,124.902,0.0493234533040616
654,28.4586,119.93,0.050290562826238
1106,50.84971052,4.33410368,0.0504203156391036
111,42.2554,118.8788,0.0513147491586447
1245,33.81468,-80.781136,0.0513953539911906
812,47.27129,11.4169445,0.0514593248446214
921,48.773072,8.220214,0.0519175016159449
645,36.7019,119.12,0.0532584162612034
924,49.544078,8.465281,0.0542407571859493
144,32.5714,110.8839,0.055578358191797
1251,35.59095,-78.4622,0.0556703240114598
1145,50.42864609,14.91385937,0.0574297020231042
1126,49.079012,19.3025249,0.0577127389323638
150,33.5699,114.051,0.0584146829820064
1394,33.553055,-86.815,0.0594877573247186
1027,49.90167,2.304597,0.0599383051416087
732,45.9225,6.87,0.0603851136216945
1424,42.27807,-85.54189,0.0617162537730585
440,29.3547,110.5594,0.0620261433240002
683,45.6725,12.238611,0.0632569187551913
8,44.5963,129.5904,0.0637590241469756
1423,35.43477,-83.44213,0.0643704643915088
155,31.737,116.5079,0.0647439423920946
288,30.2692,120.1903,0.0662804632633186
962,45.957778,12.618611,0.0662994420031009
1164,43.675114,4.62921,0.0679828374224059
1253,48.41252,-92.82922,0.0688317973023754
827,45.193889,9.164722,0.0690743566610195
557,32.6389,110.7258,0.069898323383541
952,46.951,7.44087,0.0702598510705722
349,45.7258,126.6411,0.0733045083951511
381,39.8863,116.4072,0.0748072974986026
367,45.7733,126.689,0.0783281695881581
839,48.247222,20.616403,0.0789549261772998
1075,44.319639,28.610292,0.0790101366011313
300,34.81334,113.56746,0.0792776176911847
223,39.3617,112.4575,0.0833939478286904
957,47.0674,8.46333,0.0847438714278755
1390,38.65643,-90.19835,0.0853437691625791
23,41.2864,123.7669,0.0854963212203724
299,34.80246,113.67526,0.0861714128612261
338,31.3708,120.641,0.0862167368287232
341,34.5885,119.176,0.0872405159274546
848,46.62936,14.28931,0.088166578626541
138,30.2313,115.0601,0.0883137298115637
415,28.9634,105.4324,0.0902495270694513
442,36.7729,119.1936,0.0913623424032979
817,47.8055556,13.043333,0.0943110963831788
1107,50.6134125,5.570222814,0.0963900019658871
980,51.317905,12.297411,0.0968933918191933
531,29.5822,105.0406,0.0971050369710672
709,52.407578,20.955928,0.0978072491980697
889,50.74823,2.25978,0.0995756098728788
1233,47.30737,5.065881,0.0998899089859216
602,44.0114,87.2997,0.0999575677784582
685,48.85731,7.314175,0.1013812022628788
1215,53.694628,19.968892,0.1016139777121045
1169,45.84299,13.54308,0.1019697659589616
844,64.244226,19.767238,0.102421285616842
480,27.5002,114.0997,0.1026233914968462
1176,44.825,11.649722,0.1031338640610466
752,45.3189,8.4024,0.1041789297079639
653,29.6277,106.6556,0.1048007534461915
1026,43.623608,1.438531,0.1049420094946851
961,50.79664963,4.358623958,0.1050243926925088
593,33.3663,120.1544,0.1059200024551191
865,50.978292,10.317236,0.1069129358084941
1278,41.24045,-80.66272,0.1074527722131297
610,30.8955,120.0875,0.1087918521799157
885,51.407365,5.393328,0.1093787179189189
1005,44.7037,8.0333,0.1101750744913861
421,27.8246,114.9231,0.1102541002348997
1296,43.4351,-89.67979,0.11065136059528
2,43.8306,126.555,0.1130686280244278
763,46.17,1.87,0.1136997674033032
785,60.608299,15.6294,0.114128769390594
883,50.736389,15.739722,0.115243777937213
424,33.774,113.182,0.1154528533148531
528,26.5892,104.8,0.1160969541944185
131,33.6128,114.6613,0.1161753557795604
1318,42.04915,-88.273026,0.1164318143705822
1222,49.23074,7.003174,0.1170587095491912
686,48.610363,7.781631,0.118969082569023
1238,40.6646,-3.7739,0.119604427658278
596,33.965,118.283,0.1221725142594968
855,42.142889,24.765239,0.1224419245764795
987,49.052284,8.253538,0.1241967676069409
374,43.8805,125.3297,0.1248418833695168
1425,40.304695,-79.50567,0.1249425538279011
597,25.0441,101.5482,0.1265130404807998
514,28.6842,115.9314,0.1271044924166994
249,30.97,117.8483,0.1276498606683576
1255,38.013332,-87.577225,0.1296038250330354
1185,51.536893,7.457409,0.1298937474661029
1091,46.708333,14.891667,0.1308199802626257
1237,41.9356664,2.238568301,0.1311038366749457
723,46.19583,6.240556,0.1321006589012942
1143,52.411563,-1.560228,0.1328287119977508
71,40.1503,124.4256,0.1353518504879395
459,31.656,120.734,0.138268386617791
52,30.3197,112.2494,0.1389703782796623
922,47.649258,26.249011,0.1393661931614603
896,43.1804,-2.2682,0.13969005745147
1244,34.09396,-80.9623,0.140415093562929
1217,53.24696,10.4565,0.1404642672845377
934,47.5292,9.9267,0.1418152745535781
53,30.3544,112.2008,0.1424205266952706
687,45.183611,11.311389,0.1427249499984972
1320,40.136337,-111.6605,0.1434508099220591
762,45.158745,1.537222,0.1456274505375877
1154,41.66638888,-4.715,0.145746496107259
1218,51.028931,7.004976,0.1464391363257643
629,39.8261,109.9486,0.1494163156904553
974,49.841221,7.866222,0.1494918890162649
0,39.8784,116.3621,0.1496038309204608
506,27.7344,109.1839,0.153413892226764
116,37.4451,116.2991,0.1545281344844015
677,43.2561,-5.7759,0.1545863965286079
1402,43.656765,-70.629135,0.15593191195885
971,49.438464,12.548869,0.1587526029346675
774,47.40555556,15.36083333,0.1600951185081794
301,34.7525,113.64164,0.1604589532821046
695,49.50260925,18.53856087,0.1608587701346433
1346,39.4125,-107.23056,0.1608598351828024
232,37.5211,111.1406,0.1611082377647575
655,30.5767,104.0594,0.1626415140127611
1006,51.27399,1.098061,0.163767800603717
1039,50.766815,7.973542,0.164699191818297
1165,43.0819,-1.9127,0.1648864918141866
652,37.374,120.399,0.1653433026437838
179,44.3075,86.0697,0.1697148609259985
882,51.60308,4.781016,0.1703646299831985
794,65.04338,25.4979,0.1711823715267676
1149,43.3094,-2.0109,0.173538131397932
326,45.7319,126.685,0.1739305070196013
616,38.0378,114.5481,0.1759736173906411
432,29.7228,106.6263,0.176598478788089
898,47.737415,7.309075,0.1793315279391231
1329,32.726658,-103.12292,0.1810923343566382
759,45.84083,9.34889,0.1811545514748323
1369,43.176674,-85.41661,0.1837011686871628
129,36.2017,117.0885,0.1854555777062834
856,42.680558,23.296786,0.1863157153811758
998,48.173194,11.648036,0.1876090341310743
1354,40.814182,-79.56475,0.1881117595137642
475,29.3867,117.3102,0.1881775193714493
746,42.14326062,2.510206967,0.1882875174914888
522,36.1758,117.1089,0.1895400195289779
940,48.248993,16.357079,0.1922438870735229
405,28.7562,104.639,0.1930158238724498
7,44.561,129.61,0.1934100821933453
798,42.404687,12.857794,0.1937395717585012
767,44.013056,12.42,0.1955946098470179
999,44.98375,26.015214,0.1959007961478556
527,27.8914,102.237,0.1967129689254284
991,47.2474,6.015419,0.1996017266110331
668,26.5161,106.694,0.2005790990627353
739,49.357861,6.73354,0.2007319105092256
703,50.02403641,15.76354885,0.2007977543037472
691,48.001511,7.832122,0.2020515175121098
1370,42.51334,-83.005974,0.203193667153732
290,37.9854,112.549,0.204596363486128
1057,52.349703,13.424304,0.2048517610968698
838,45.1391,7.0501,0.2049966660085232
398,29.7166,106.6205,0.2051416599425078
1131,46.112775,24.22805,0.2057326352657923
317,36.6734,117.1265,0.2086062826369762
1434,43.68578,-74.98538,0.2114214902622935
382,39.9295,116.3392,0.2121857927501809
862,51.921389,4.401389,0.2144458453566221
190,31.2124,107.4644,0.215747894244353
698,49.77012634,13.36822128,0.2163074453841608
750,43.2757,-5.596,0.2229607111342212
356,41.8411,123.5903,0.2233563812183649
1032,45.60222,9.27611,0.224421350026344
425,29.9572,121.713,0.2248015134713952
154,32.8605,115.8554,0.2264051646970495
918,48.904228,11.948795,0.2269005261546921
1335,42.09142,-77.20978,0.2269647508887226
1241,35.507225,-82.96362,0.2270815110486887
1036,51.360755,9.271233,0.2272358448153579
1293,35.614132,-97.47508,0.2281046828203271
787,49.50504,5.97694,0.2296892455180263
875,40.641111,-8.100556,0.2301585053877018
633,36.5819,101.834,0.2310743068420054
238,50.2472,127.5291,0.2317584178899326
680,44.9089,8.2055,0.2356029427535435
595,34.4285,115.6702,0.2371663815364788
1007,48.9964,1.7033,0.2384176987681818
1344,41.84046,-72.01037,0.2430937271567693
521,30.5944,114.3014,0.2440101503992249
51,30.7856,106.1064,0.245694480979081
960,51.25210341,4.491362028,0.2471321671837855
307,30.6189,114.282,0.24731552829179
1294,44.735977,-68.67075,0.2510574730056011
93,34.9976,118.2794,0.2520280226027615
285,40.8033,111.6572,0.2520824057058372
1426,30.848612,-85.60389,0.2535735860927368
770,45.4512,7.878,0.2544721242474851
1227,41.636078,25.379683,0.2560021898217909
1427,39.52508,-119.80772,0.2571831647239515
1121,50.85205095,4.347777506,0.2592587289814788
1345,41.97639,-72.388054,0.2594238055790029
182,36.5446,104.1724,0.2602783176097682
1339,38.8577,-77.05922,0.2603791744425197
1040,53.060045,8.916966,0.2621970230623296
973,49.446,7.7673,0.2633153415512265
1333,40.06483,-74.44405,0.2641963229400755
319,38.9108,115.4713,0.2650496330674516
237,50.2341,127.5144,0.2651213740256523
719,47.27476,4.099476,0.2688475401863486
790,46.835,14.84361111,0.2689090855625253
266,48.471,129.5029,0.2691711399122
861,46.765425,23.550258,0.2714045293782229
734,43.310833,-0.391111,0.2722297336182963
773,48.40861,15.619166,0.2722770786251958
1303,33.588547,-84.06961,0.272570317790286
927,54.88361,-1.406878,0.2727687116442639
1083,40.314518,-3.716868,0.2727817573303376
1375,42.298492,-72.334076,0.2731242993046694
1307,43.7775,-91.2269,0.2738367500155454
996,49.32273,11.02792,0.2761870069616488
797,46.7675,15.956111,0.2777485845966259
1189,46.1625,12.360833,0.2812992734141457
1206,45.238642,19.835704,0.2821399474326606
525,37.5072,122.1067,0.2823325270326295
399,29.4572,106.3754,0.2842361888804246
494,25.7759,113.0348,0.2858150939558715
1349,43.1818,-87.901,0.2858946738611184
950,50.46519216,3.939714326,0.2874008575517538
120,36.8103,118.0414,0.2874370603102057
782,42.157856,11.908954,0.2890415623786993
749,43.313,-7.6937,0.2942404755750966
1042,53.924712,9.532635,0.2954654790873553
95,36.1856,113.0844,0.2964888642664319
59,30.8023,106.0789,0.2966264210052601
806,47.128863,10.034324,0.2974095185014435
784,55.072222,24.283894,0.2980956301063573
1223,47.0677,8.30068,0.3001013285424284
874,45.60822,5.270872,0.3007676989961387
758,45.47833,9.23583,0.3016972695386682
612,24.6947,108.0497,0.3017191169649564
1153,41.63528,-0.89361,0.3023804676078137
1323,43.14618,-77.54817,0.3046174004109515
1286,36.02661,-80.341965,0.3049502939297106
748,43.2941,-5.6796,0.30526349679149
575,30.4576,106.6303,0.3058914275605153
745,40.41666666,-0.24916666,0.3059246668964601
613,30.7525,120.7846,0.3066040539668775
252,45.1214,124.8006,0.3077458589739026
1061,50.048397,10.232076,0.3092885575350533
972,46.934128,26.38925,0.3094361054472228
854,42.666508,23.400164,0.3095832847394279
1420,35.158688,-78.728035,0.3098316370434172
1138,52.401352,13.059945,0.3108920894189083
1168,43.79306,11.09778,0.3139345911669617
955,47.4067,9.39438,0.3148594748876614
967,53.480927,9.857223,0.3149571457453434
1064,56.2904,8.4274,0.3161767830850607
617,39.0845,117.1589,0.3183685941440143
829,46.143173,-0.396042,0.3186063725529755
24,41.2664,123.7992,0.3191406458770736
994,49.872303,8.664619,0.3207062915859802
235,41.9419,126.4077,0.3223833358737605
701,46.13167,9.56639,0.3250704709700713
1180,56.15976,10.19364,0.3269866313705
413,28.7199,104.5742,0.3274570731355694
792,45.760833,11.736667,0.3284533386023181
1147,52.115725,21.237297,0.3287798529246968
1142,46.632142,27.730886,0.3288611649438657
1033,45.038333,9.669167,0.3300065663769869
109,42.2816,118.9233,0.334580397679569
1407,41.965195,-87.87627,0.335610518520918
99,40.0844,113.2711,0.3360949699252307
316,31.7964,117.3027,0.3363248007361505
365,43.7783,125.245,0.3364205736069316
1437,29.823318,-94.98379,0.3385498354174553
1187,43.285,13.42861,0.3387914176142962
472,35.176,113.2467,0.3393782217030755
847,41.97833,21.47,0.3422763730324282
366,45.7667,126.635,0.3423677358037618
1044,53.064262,14.285139,0.3432960879577996
1124,45.690278,9.643889,0.3436057261040097
1172,46.162556,-1.153603,0.345971838599629
741,59.4944458,25.9305687,0.3462809986030058
1304,34.474525,-85.408844,0.3503529176893389
1020,45.560556,11.539722,0.3516041493226816
747,46.671307,5.556806,0.3541317106597832
689,43.25055555,-2.155,0.3573965383213618
1252,42.416637,-83.90218,0.3583328446948363
498,34.7178,113.7329,0.3585160966140824
1220,43.25811,-2.97344,0.3589681320720642
1438,35.206112,-111.65278,0.3594605444189413
1009,55.79216,-3.2429,0.3602929977193928
42,34.6258,112.4267,0.3609459712496329
1134,45.736694,21.250808,0.3631753697500751
1361,41.44278,-75.623055,0.3632967507074991
904,50.78944397,14.08679867,0.3638415908878524
710,49.23290634,17.66717529,0.3639456468374581
218,33.6406,114.6369,0.3643162660783047
1300,33.43395,-84.16181,0.3666124508525032
441,29.5102,106.5777,0.3686077746204328
851,43.126475,25.691211,0.3711396116178092
361,32.4625,119.9189,0.3720106042976018
1442,32.52127,-84.94463,0.3733697577345513
183,31.7275,113.3583,0.3749094202405769
82,43.8711,87.5525,0.3769678403005715
679,48.899233,9.172792,0.3781015090014481
274,38.3254,116.8584,0.3791546166014813
178,44.2967,86.0497,0.3808819182321272
1418,45.49664,-122.602875,0.3830419695129104
837,44.73473,9.36693,0.3831994579245245
226,39.9289,116.4174,0.383303758746397
553,24.8978,118.5972,0.3834934214453147
460,31.882,120.55,0.3842299347512816
523,29.9775,102.9905,0.384308844694699
518,29.5844,103.7627,0.3857924118707868
98,40.0917,113.3444,0.3865733175837266
62,30.7236,103.9728,0.386892514808376
970,51.698954,7.122684,0.3910619322057466
623,33.5828,114.0138,0.3920448217207457
835,48.39167,13.67085,0.392253675392398
1128,45.371944,11.841944,0.3957446037650465
646,36.6331,117.9592,0.3960968960144355
9,44.6075,129.6364,0.399772577698827
5,47.3227,123.9483,0.4011823115559218
840,54.68611145,25.2108345,0.4012891977752191
454,29.6963,118.2903,0.4020401349155652
1247,35.0608,-83.4306,0.4031826132105037
1074,43.5512,-5.9197,0.4066825375881297
905,45.873889,10.1775,0.4076558885489235
263,46.5656,131.12,0.4077396037267111
13,46.6215,124.9042,0.4086124023241256
1193,42.39197569,2.842138412,0.4118129168318482
819,45.6642,8.1598,0.4136050984400204
1415,30.419806,-91.182014,0.4140057780715532
255,45.6077,122.7911,0.4182846038105817
371,43.8447,125.3863,0.4188498825235469
864,42.90056,13.33667,0.421520402883114
902,45.038831,24.298631,0.425917367898226
609,23.7256,109.2203,0.427393483046084
696,49.91351318,14.7826252,0.4321791488374027
1118,50.65844442,5.627835291,0.4328852988372337
485,31.0201,103.6202,0.4332042256526257
1199,43.650722,25.363583,0.4350659992194368
562,22.2281,113.299,0.4353746866720863
644,37.4658,118.5019,0.4396450488429562
229,35.0147,110.9956,0.4410487412906801
1030,50.5976,-3.71651,0.4441858406029995
1413,41.094967,-85.101814,0.4452276642579578
199,30.2756,118.1371,0.4461626867867244
1108,40.3419,-3.8337,0.4465091136175296
873,55.39638901,10.38917255,0.4513006638313813
335,34.2778,117.2933,0.4546845577437753
867,51.207944,10.450997,0.4552414674211539
1308,42.5956,-87.88576,0.4558272701294905
186,30.2981,109.4978,0.4607408687519843
467,29.334,120.04,0.4609403078039016
320,38.8632,115.493,0.4630740757402479
783,41.669172,13.674326,0.4644230279933358
208,41.2495,123.1683,0.4664358655643053
1246,33.342224,-81.788734,0.4681502896366339
10,44.5462,129.6386,0.4686305645444422
639,33.3942,120.156,0.4718727600768735
1130,51.47707,0.317969,0.4724191576622862
538,28.2675,109.6958,0.4747415751761771
814,45.79728,3.113833,0.4781998512842478
513,25.0992,104.8811,0.4795048111506144
724,43.32074,-3.11272,0.4833030595422656
57,31.1317,104.3826,0.4840214954509811
932,43.322554,21.919025,0.4851621684393144
499,34.77172,113.73961,0.4858671479567388
333,45.7478,126.593,0.4860194218446995
55,31.4668,104.6697,0.4908273460102844
886,53.246535,6.608937,0.4911514969880198
931,50.12218857,14.46757793,0.4935212837753342
1313,38.86067,-90.10585,0.4953393918342773
360,40.7612,111.717,0.4961742259899652
714,53.134088,17.995712,0.4990803993033964
588,35.5934,104.6194,0.5018695923396127
530,31.2827,107.5277,0.5037796764210989
29,36.6028,109.4761,0.5039915795937738
214,46.0656,122.0392,0.5056366996051617
569,26.8906,100.2203,0.5069316940042229
1196,44.938125,26.044994,0.5110711705987442
1014,50.32276,3.39593,0.511186327779493
268,30.6764,104.1419,0.5116059888046689
669,29.4251,113.1493,0.5123141593570809
1325,44.08747,-75.97316,0.5145217286566273
672,52.420319,16.877289,0.5162996228125986
1292,35.320107,-97.4841,0.518158024016275
21,41.3094,123.7169,0.5182978120961302
1236,42.44,-2.239,0.5220135414578034
1132,49.165508,9.224786,0.5253642296352721
482,31.5031,120.242,0.5267952358060415
251,46.7975,130.3258,0.5293305816977782
1060,46.564369,26.910667,0.5301745933516963
559,29.7046,115.9584,0.5304557488045982
956,44.9513,7.6362,0.5346934845603558
983,41.947654,12.533667,0.5356157605543768
172,42.9418,89.1904,0.5369760574741009
147,30.9891,112.1969,0.5389042149655866
566,28.0089,120.634,0.542745524097832
479,27.7019,106.9242,0.5433007547197282
247,30.9412,117.8177,0.5439820848969603
1094,55.46333313,26.00416946,0.5461698539352926
1288,30.229652,-90.96563,0.5480414104759821
547,44.5782,129.6115,0.5485663488214338
1115,59.316007,18.057807,0.550491406406963
1117,51.0612777,3.77526239,0.5531582959434397
731,45.0419,7.6259,0.5572905159127358
766,45.848333,11.569167,0.5640608921663314
515,26.8956,112.6211,0.564497482246095
618,28.4436,117.9756,0.5648049097277037
665,31.751,119.579,0.5670460745624475
1202,42.284,21.2738,0.5700754452927946
1403,29.939613,-89.92388,0.5752614015187402
975,49.628771,8.364779,0.575397848160089
728,49.442356,1.093789,0.5770531594576471
1087,50.383217,8.060998,0.5771647440472951
1101,42.056383,25.59345,0.5797449258650605
636,23.4714,116.7519,0.5824039299366527
310,36.663,117.0495,0.5835260878617964
753,42.33611,-3.63611,0.5854207642291431
81,43.831,87.6432,0.5864325186576947
41,35.0697,109.0697,0.5877556639682892
1156,43.40444,-3.84194,0.5919714432799861
1224,53.74878,-0.341222,0.6019483306747939
512,25.0925,104.9022,0.6041743784905367
1305,46.0519,-89.654,0.6042653910939546
866,50.979455,11.037924,0.6053723371598632
615,37.6828,112.7195,0.6058444934742837
430,29.3578,113.1094,0.6078302814528875
872,50.654066,10.769534,0.612833350508061
1285,30.700895,-91.05607,0.627080662193442
954,67.878588,21.062962,0.6286896354555893
670,28.687,115.8518,0.629274008482253
1366,42.86183,-71.878624,0.6313749134641361
529,31.2132,107.4988,0.6318263315716245
771,43.3583,-5.8664,0.6322907223723943
213,43.1713,124.4002,0.6347207379082678
84,30.6306,104.1122,0.6403657057317917
277,39.5269,116.7244,0.6441160202247709
1031,45.226667,11.665833,0.6465416802235158
1417,41.705227,-76.512726,0.6507107968190118
941,47.04027778,14.330725,0.6526593654481402
1243,35.438557,-81.27675,0.6563328775227656
1284,32.535294,-93.74704,0.661813091365258
253,47.3086,130.2684,0.6622354240617655
318,31.8403,117.1318,0.6629767927679082
789,45.0249,7.6491,0.6706851233384722
397,26.3003,106.805,0.6716772879945864
925,52.99875,11.73846,0.6772122196355804
72,40.1461,124.3933,0.6788713043377016
845,47.561944,18.960008,0.6832789707694756
937,57.8634,11.9216,0.6838480910018091
1388,37.70097,-94.03474,0.6845808000011088
810,47.4885583,12.066633,0.6878722352408925
1201,41.15604,15.09675,0.6895462515737648
1179,46.555842,26.926942,0.6990656613675867
1013,49.276386,2.482167,0.7004648279637451
520,30.1506,104.6356,0.7021914402252907
487,46.098,85.6979,0.7041136497173399
1096,51.838221,5.856938,0.7085512334985499
1327,40.8679,-73.87809,0.7098528704902062
1160,42.36831811,1.776783258,0.7118114011527991
1446,43.670834,-110.59947,0.7175041667719063
1203,40.71099,14.70244,0.7206473863648106
877,46.256617,26.792892,0.7314629773086851
495,28.1944,113.0014,0.7361568006079496
50,34.7752,111.1922,0.7371643549225695
638,23.0822,114.4053,0.7499231206468665
6,47.2988,123.945,0.7823283691085471
1097,51.05833172,3.729298172,0.784195240020955
821,45.1758,7.5602,0.7975854247853477
380,38.8639,115.5086,0.8042811778044108
478,27.72,106.9178,0.8073354967392974
945,48.27329,14.31479,0.8115240662536799
327,31.1907,121.703,0.8238295386636729
1184,51.525955,6.97688,0.8513571591714616
1212,42.36417,13.38306,0.8525103343600307
355,41.8467,123.4264,0.8635604117151592
265,47.7412,128.9102,0.8637098848707179
1337,38.20087,-77.37742,0.8672369147361968
195,33.1138,107.0089,0.9230100893597436
1207,38.748611,-9.148889,0.9243302186042378
505,27.5721,109.5981,0.9314925099597168
500,30.2798,109.4707,0.9505274454980586
